Age,Pace,Shooting,Passing,Dribbling,Defending,Physical,Ability,Potential
28,91,75,69,68,76,88,4.3,2.5
22,86,75,68,91,66,83,4.1,4.0
18,77,80,81,71,60,83,3.8,2.2
33,81,73,70,75,78,82,3.7,2.6
32,79,70,69,92,74,89,3.0,2.4
32,65,84,79,82,70,86,3.8,3.8
19,70,79,75,81,62,83,2.8,3.6
22,63,65,79,67,78,89,3.0,3.4
20,91,63,79,88,70,86,4.0,4.1
20,89,80,76,76,79,81,3.6,3.7
20,61,83,72,72,75,87,3.6,2.1
28,72,88,70,92,70,81,4.2,3.3
18,79,73,74,70,49,82,2.6,4.5
29,71,86,66,74,57,74,4.3,3.6
34,86,77,61,92,55,74,4.4,2.4
21,81,59,81,81,56,77,2.7,2.3
23,81,79,61,71,78,82,4.1,3.2
27,67,84,76,72,66,79,2.8,2.8
26,90,65,84,90,60,83,3.0,4.4
33,86,60,69,78,61,88,4.3,2.2
26,63,60,75,89,62,83,2.9,4.2
33,77,87,71,73,80,74,3.6,2.0
36,80,88,82,71,77,74,2.8,3.2
28,79,59,63,81,58,85,3.6,3.5
28,65,64,64,67,47,75,4.4,2.8
30,70,73,85,72,61,81,3.7,3.1
31,78,74,82,84,45,86,4.3,3.8
25,92,77,84,87,54,88,3.1,4.9
29,70,83,69,86,52,74,4.5,2.5
32,90,71,77,71,63,87,4.4,2.1
35,70,73,69,68,66,86,3.0,2.7
31,86,68,76,83,65,82,4.5,4.3
18,70,61,84,87,80,90,3.1,2.5
34,76,70,71,77,77,88,4.0,4.8
22,77,62,82,78,47,82,4.0,2.4
33,75,87,74,74,53,87,3.0,4.0
21,68,71,63,86,67,79,3.5,3.0
25,64,73,74,76,71,85,3.6,2.1
22,85,81,77,68,78,82,3.1,2.0
22,85,67,68,92,72,79,3.1,4.3
30,88,86,62,82,80,76,3.5,4.0
34,70,77,76,82,66,75,2.5,3.6
28,68,68,63,80,78,87,4.5,4.6
26,63,76,63,76,54,86,4.2,4.2
24,84,85,62,91,70,89,3.7,4.9
35,82,83,71,89,58,90,2.6,3.8
22,78,69,65,92,53,75,2.8,3.1
19,87,78,74,92,54,88,2.6,3.4
23,83,70,61,92,50,82,3.9,4.2
33,81,75,65,69,46,82,3.7,4.0
20,77,69,60,71,56,87,2.9,2.4
35,70,78,63,89,54,84,3.2,3.8
22,70,65,60,71,74,79,3.2,3.6
35,85,75,61,84,80,85,3.7,4.5
25,86,71,65,81,58,82,3.6,4.4
25,86,79,80,79,71,76,4.3,2.6
26,66,60,64,69,79,81,2.9,2.9
20,67,85,81,74,68,81,2.7,4.2
18,79,75,70,83,58,88,2.8,4.7
29,83,82,63,76,67,85,3.2,4.7
18,88,62,75,92,80,79,4.1,4.6
19,83,88,80,73,56,76,3.3,4.5
26,69,61,69,77,69,87,3.3,4.0
27,90,87,74,92,58,85,4.2,3.6
23,82,78,78,83,60,86,4.1,4.6
18,91,72,61,79,50,86,3.0,2.2
36,83,87,81,67,61,86,3.5,2.8
21,72,86,70,86,77,82,4.0,3.0
22,89,73,60,86,71,85,3.8,2.4
34,65,76,63,87,70,84,2.7,3.3
24,85,87,71,69,78,80,4.0,4.3
22,85,72,84,89,70,74,3.3,2.5
32,82,76,82,82,45,85,3.1,4.1
21,88,58,73,75,64,84,3.7,3.5
33,64,69,80,81,46,87,4.2,3.4
22,87,60,84,88,45,84,3.5,4.4
31,73,64,67,68,49,84,3.6,4.4
23,71,87,77,83,69,74,3.9,4.9
34,87,88,74,78,73,85,3.1,2.6
18,78,63,70,74,66,86,3.6,3.7
20,68,78,67,78,72,88,3.4,3.0
30,75,74,67,76,53,81,4.0,2.4
21,83,76,77,84,79,74,3.3,2.6
22,77,69,80,79,46,88,2.6,2.7
32,89,66,68,80,47,85,3.2,4.4
21,91,82,76,86,62,82,3.8,3.9
33,62,85,85,84,71,79,4.0,4.4
22,92,60,82,91,61,78,3.1,4.5
22,80,62,74,72,67,87,3.1,3.9
35,64,68,69,69,51,75,4.0,3.2
25,61,73,81,84,64,84,2.7,4.0
23,71,74,66,78,61,90,4.5,3.9
28,65,59,79,82,45,77,3.7,2.8
26,74,62,74,69,51,90,3.7,2.6
21,73,61,76,83,71,88,2.9,4.7
36,65,72,76,87,47,88,4.1,4.2
36,92,70,85,85,69,79,4.4,3.8
27,73,73,85,81,68,90,4.5,4.4
22,79,77,67,84,57,75,3.7,3.1
18,72,68,72,86,46,76,3.5,2.8
36,72,67,79,86,55,77,3.9,2.8
26,86,84,61,88,68,79,3.1,3.9
36,91,59,62,88,47,76,4.2,2.7
26,67,88,75,86,72,82,2.9,3.5
33,76,77,74,76,64,74,4.2,4.1
32,61,73,76,67,59,82,3.5,4.3
34,70,60,76,92,70,79,2.6,4.0
23,64,73,81,92,69,74,3.9,3.7
23,92,66,63,87,59,76,3.5,4.2
22,62,87,71,75,63,83,4.2,2.8
28,77,76,72,74,63,83,3.6,2.1
36,71,83,81,89,69,86,3.9,4.5
27,86,80,60,78,73,77,2.8,2.6
20,90,86,82,90,75,84,4.1,2.2
33,64,73,65,86,56,87,4.1,4.3
26,86,79,75,69,57,85,4.2,4.2
29,80,74,80,69,58,83,2.8,4.3
26,73,87,73,82,61,90,2.7,4.2
26,61,61,76,72,54,80,2.8,3.5
21,75,80,73,79,80,74,3.9,3.9
33,79,83,79,92,47,86,2.7,2.6
25,79,68,80,80,50,89,3.5,4.4
22,65,62,80,71,60,81,2.9,2.4
28,88,67,82,68,57,76,2.9,3.1
32,68,80,85,82,65,77,4.2,3.2
18,72,76,74,92,77,74,2.6,3.6
25,63,60,67,78,73,81,2.7,3.4
28,67,73,66,90,61,76,3.6,4.6
30,88,88,64,91,62,84,4.1,2.3
28,68,75,74,73,56,77,4.4,2.3
22,81,72,67,81,79,88,4.3,3.2
36,61,59,83,71,71,87,3.8,2.9
22,64,79,70,80,45,81,3.4,4.4
20,65,77,83,86,60,87,4.6,3.0
32,89,87,84,90,74,74,3.7,2.0
18,88,71,85,76,66,80,2.8,3.5
25,72,77,78,76,78,83,2.6,3.5
23,75,86,65,76,52,79,2.9,3.6
25,74,69,76,90,54,82,3.7,2.6
32,61,73,77,87,73,75,3.1,3.5
20,84,68,83,82,64,82,3.0,3.5
23,83,83,70,83,79,76,3.9,4.2
30,91,63,69,78,58,86,3.1,4.1
25,83,81,62,82,65,86,3.8,4.7
21,90,76,84,80,73,84,2.5,4.2
30,90,68,73,84,73,76,2.6,2.7
28,71,64,84,87,56,78,3.9,3.8
35,70,71,66,76,76,77,3.9,2.5
21,63,68,64,78,70,86,4.6,2.3
26,77,74,75,89,49,81,4.0,4.2
20,73,76,82,91,47,88,3.0,4.3
30,79,73,83,91,45,76,4.2,4.7
35,82,72,75,75,47,89,3.4,3.9
33,69,64,75,83,77,85,3.6,2.8
33,75,59,64,80,46,84,4.1,3.8
24,65,87,80,79,77,89,3.4,2.2
23,79,70,65,67,47,90,3.5,3.2
21,84,68,67,69,62,90,4.0,3.8
20,66,64,82,88,70,87,4.5,2.9
32,74,86,74,68,59,78,2.7,3.3
20,77,61,62,71,78,85,3.9,3.4
30,91,85,65,70,62,77,4.1,2.2
36,82,86,74,72,54,76,2.8,2.1
29,91,58,78,88,71,90,3.6,3.7
22,72,82,77,88,69,80,4.4,2.9
23,76,80,82,83,73,88,2.8,4.8
34,86,77,73,87,68,85,4.2,3.0
26,79,60,66,89,66,75,2.6,2.9
31,64,86,68,69,49,75,3.6,4.6
34,68,61,82,81,76,77,3.9,3.7
25,71,78,70,87,53,88,3.8,3.0
30,61,66,69,84,55,78,4.4,3.1
23,83,67,83,76,50,90,3.2,3.4
33,68,68,85,79,56,80,2.7,2.3
29,76,83,77,86,77,78,4.3,4.6
29,83,61,85,91,59,80,4.0,3.6
20,83,84,67,87,69,85,3.9,2.9
24,90,84,83,89,49,87,3.9,4.3
21,64,78,72,74,52,76,3.9,4.7
33,73,60,69,70,53,78,4.2,2.1
34,61,83,78,89,80,76,4.2,2.8
24,92,78,74,67,69,82,3.7,2.2
30,64,59,84,84,72,84,2.6,4.5
29,83,81,75,74,76,88,4.2,4.4
35,70,85,81,70,74,83,4.2,2.8
19,76,82,68,69,57,81,3.1,2.4
29,92,78,80,77,58,79,4.4,3.5
25,72,59,79,83,77,76,2.9,4.7
36,91,69,71,82,68,84,3.8,2.8
24,92,82,74,90,62,82,3.7,2.1
20,72,62,69,89,76,80,4.0,4.7
34,64,78,79,87,55,77,3.2,4.2
36,70,79,71,68,72,81,3.7,3.1
27,91,70,72,75,58,74,3.4,3.1
19,66,76,69,73,55,77,3.1,2.7
18,67,73,76,90,46,86,3.7,3.9
18,77,79,85,79,80,87,3.6,3.5
36,81,69,68,85,63,84,3.1,2.4
19,88,79,65,73,55,78,3.8,4.3
28,64,75,64,77,62,76,4.6,3.2
34,77,64,67,75,48,86,4.1,3.3
34,75,75,62,84,77,74,4.1,4.7
35,74,77,61,86,72,77,3.5,3.2
33,86,75,77,91,59,82,4.5,3.4
18,85,59,62,76,50,84,4.6,4.0
28,72,63,71,80,57,75,3.1,3.1
30,72,68,61,85,69,75,2.6,4.9
32,88,58,70,72,48,90,4.0,3.4
30,70,84,84,81,68,87,3.7,2.5
27,65,60,65,78,75,89,2.8,2.7
36,87,58,67,85,61,79,4.4,4.7
30,76,70,81,82,60,88,4.3,2.7
36,73,73,72,89,55,89,3.8,3.6
24,64,65,82,73,55,90,3.6,2.7
28,87,63,78,84,51,78,3.0,4.1
30,73,81,66,70,65,81,3.2,2.7
25,73,62,70,84,78,80,3.1,4.4
34,66,63,82,75,69,81,3.6,2.2
26,89,87,63,79,79,89,3.0,4.2
30,80,72,85,78,64,80,4.3,4.6
25,67,70,68,82,46,77,3.2,4.9
25,65,75,79,81,75,76,4.0,3.5
21,78,79,70,87,71,90,4.4,2.8
27,61,62,83,69,48,78,3.7,2.5
26,77,86,84,82,76,78,3.8,4.6
25,88,83,69,69,52,79,3.9,2.6
31,79,61,84,92,49,79,3.8,4.8
34,84,62,65,76,60,87,4.2,3.3
21,81,58,84,78,73,87,4.1,3.8
24,71,74,73,79,67,88,2.9,3.2
21,80,86,67,88,47,81,3.1,2.3
28,68,74,67,87,46,82,2.8,2.1
23,84,67,82,76,45,75,3.9,4.5
21,92,81,84,88,48,79,3.0,3.4
23,76,82,82,82,69,74,2.7,4.9
24,73,78,60,69,61,83,2.6,2.7
26,78,84,83,68,51,83,4.1,3.6
23,79,74,71,72,51,77,4.2,4.2
22,76,79,77,79,64,89,3.6,4.4
21,89,66,84,87,54,89,3.2,3.0
32,88,67,70,75,63,75,3.5,2.4
19,68,78,85,79,74,89,3.7,2.8
32,91,59,78,75,49,87,2.9,3.4
33,91,82,83,72,48,75,2.7,3.4
28,92,69,72,76,73,78,3.6,2.3
27,89,64,75,71,51,78,3.0,4.8
34,76,61,81,68,51,81,3.8,4.1
36,63,64,71,77,61,83,2.5,3.0
21,62,70,75,72,49,85,3.9,2.8
33,71,68,77,72,70,85,3.9,3.5
27,89,62,78,90,60,77,3.9,2.2
33,67,76,72,79,70,79,2.9,4.0
36,86,79,77,80,52,82,2.7,2.9
23,68,61,63,68,49,82,2.8,3.5
24,79,75,75,80,76,78,4.1,3.1
28,61,88,85,73,75,88,3.7,3.7
26,79,65,80,80,75,82,3.2,2.1
18,70,80,65,67,59,85,3.2,2.5
23,82,60,63,84,52,86,4.3,2.9
29,67,65,82,91,69,76,3.7,4.2
27,91,79,82,84,46,79,4.5,3.1
36,81,65,71,92,53,74,3.1,4.4
24,79,85,84,72,47,75,2.9,3.0
28,86,81,81,69,79,75,2.7,3.8
27,79,78,71,80,76,86,4.1,2.6
22,63,77,76,88,70,88,3.2,4.3
18,73,65,72,71,69,86,3.9,4.1
29,63,62,76,88,61,84,2.9,4.2
21,89,77,79,86,66,74,2.8,4.7
20,66,73,83,67,54,89,3.5,3.0
27,63,74,66,71,77,81,4.1,3.2
33,66,87,70,79,50,74,4.0,3.9
23,82,81,75,90,75,85,2.6,4.4
32,78,72,73,76,53,78,3.6,4.0
33,80,81,61,69,56,89,2.7,3.0
29,80,88,62,86,71,81,2.6,4.5
20,87,82,66,68,58,79,3.6,4.7
35,83,75,64,87,45,81,4.4,3.7
31,77,87,72,88,67,74,4.0,4.8
24,77,80,74,70,63,78,2.8,2.7
19,67,88,73,90,53,85,3.5,3.9
34,83,74,85,69,76,87,4.2,4.1
35,61,86,65,72,71,86,4.5,4.5
27,67,63,81,69,68,89,3.2,4.4
26,70,64,65,71,71,74,2.9,2.6
23,62,66,61,92,50,80,2.6,4.3
27,65,83,85,73,45,76,3.4,3.5
35,61,79,64,73,71,76,3.5,4.1
23,78,83,61,88,65,75,4.3,2.6
22,70,70,63,87,80,75,4.1,4.3
31,91,63,85,78,67,87,3.2,3.9
25,80,58,70,69,48,76,4.6,3.5
32,65,64,69,79,60,87,4.1,2.5
25,91,58,63,74,58,74,2.6,3.6
36,83,61,84,81,49,76,2.9,4.1
33,89,72,81,74,80,82,2.9,3.8
32,67,84,75,88,47,81,4.4,4.5
27,75,64,61,88,59,84,3.4,2.1
24,76,84,74,72,70,82,2.7,2.1
21,83,61,76,77,74,81,4.1,2.5
25,74,64,66,83,61,75,2.9,4.0
35,70,87,85,68,53,75,2.9,4.4
24,90,88,77,82,46,81,3.5,4.8
23,68,61,78,75,67,89,3.4,4.5
21,79,76,83,76,54,82,4.2,3.7
29,88,87,84,75,62,79,3.7,3.5
22,76,58,71,79,62,82,4.4,3.9
36,72,74,82,92,65,79,4.5,4.3
28,72,58,75,87,46,87,2.7,2.5
19,75,84,67,91,73,79,3.6,3.1
32,69,69,81,75,67,83,3.0,3.4
23,70,65,73,80,64,76,3.0,2.2
22,83,60,76,71,73,79,3.2,4.0
36,68,64,82,72,59,79,4.4,2.0
21,64,63,85,85,46,86,2.6,4.4
26,80,73,66,69,66,78,2.6,3.7
29,65,81,65,75,79,80,3.5,2.6
25,75,77,63,83,80,90,2.7,4.0
29,80,81,76,72,66,90,3.5,2.9
35,64,64,65,72,78,75,3.5,3.3
28,83,58,81,89,49,79,2.8,4.2
30,90,87,78,77,62,84,4.0,4.1
27,86,58,73,74,70,87,3.8,3.6
29,74,69,83,69,50,84,3.9,4.7
26,81,62,74,79,52,85,3.7,4.6
29,83,88,61,71,65,74,4.1,3.6
21,75,62,66,68,65,76,3.9,2.5
35,73,74,71,84,62,87,4.0,2.1
29,80,63,61,83,49,77,4.4,4.5
21,81,70,83,70,45,78,3.5,3.2
29,89,64,74,67,59,78,3.2,3.5
22,77,87,70,88,47,87,3.5,2.3
29,71,87,65,89,66,89,2.5,4.5
27,84,69,85,74,45,85,3.6,3.8
28,73,58,85,78,69,83,2.6,3.7
19,75,66,82,76,64,77,3.0,2.4
36,84,68,63,74,75,77,3.9,2.8
31,66,88,83,75,52,77,4.3,4.5
22,62,66,83,88,47,85,3.2,4.4
31,71,59,65,90,46,82,2.7,3.3
23,72,66,66,90,71,75,3.4,3.4
28,66,88,65,83,52,86,3.3,3.7
35,90,85,71,74,51,85,4.4,4.1
32,77,80,78,80,71,74,4.6,3.5
27,87,62,81,90,50,76,2.8,3.7
28,74,62,81,82,68,76,3.6,3.8
18,89,58,81,87,67,80,3.5,4.3
32,88,76,73,71,75,90,4.5,3.3
35,84,83,85,79,75,78,3.5,4.6
26,72,77,69,77,52,84,2.9,4.2
26,81,83,61,83,77,81,3.8,3.5
19,86,76,67,72,62,84,4.1,2.5
20,62,78,83,81,55,79,4.1,2.4
31,88,65,78,80,64,87,2.6,4.9
26,70,77,73,88,47,84,3.6,4.7
24,85,72,84,87,53,88,4.4,4.5
18,65,81,68,77,55,86,3.1,3.1
34,68,79,75,67,48,86,2.7,2.1
26,86,65,76,86,51,80,3.4,2.9
32,86,69,62,79,52,86,4.0,4.6
33,83,59,73,77,52,89,3.5,4.4
36,81,59,85,79,46,78,4.6,2.3
28,73,74,63,92,50,74,3.2,4.4
23,85,71,82,71,46,90,3.9,4.6
27,69,77,81,84,65,83,2.7,3.8
23,91,76,66,70,53,86,4.5,3.0
29,67,82,63,68,52,85,4.4,2.6
31,73,61,75,87,69,90,4.2,2.1
21,88,60,62,67,64,76,3.0,4.1
27,80,74,63,78,56,86,3.0,4.1
23,75,76,84,75,66,83,2.6,2.9
22,64,65,73,69,58,90,3.5,2.9
24,72,76,73,85,53,86,3.8,4.0
23,65,78,65,70,46,85,3.9,2.6
36,61,74,61,75,61,80,3.8,4.6
22,64,88,79,89,69,80,4.1,4.7
18,76,71,64,81,55,82,2.9,3.0
30,61,74,76,68,51,78,4.4,3.0
23,86,60,83,84,52,75,2.9,2.2
31,67,72,68,89,56,90,2.5,4.5
31,70,86,83,70,55,76,3.3,2.7
18,86,74,70,82,45,77,3.7,3.6
27,87,70,74,73,50,82,3.6,4.0
24,63,68,63,68,45,79,4.1,4.7
18,61,58,60,89,78,77,3.7,2.2
34,76,70,65,86,80,76,3.5,4.2
19,92,84,77,79,51,78,3.3,3.3
22,71,65,70,74,49,79,3.4,3.7
27,87,64,71,84,52,88,3.4,3.9
31,87,60,60,75,68,79,3.0,3.6
22,70,74,61,78,78,77,4.1,2.6
23,79,72,73,81,49,88,2.9,3.5
33,82,69,78,90,53,79,3.5,2.8
20,90,67,72,84,61,82,3.0,2.3
21,84,62,68,87,48,75,3.1,3.1
28,73,84,70,87,64,86,3.2,4.8
36,79,75,79,79,79,77,3.9,2.1
23,86,77,68,72,70,75,3.2,4.8
32,86,77,79,68,57,78,3.8,3.5
26,76,76,60,74,46,84,3.3,2.4
29,91,76,60,69,65,81,3.5,3.1
22,74,62,81,73,65,79,2.6,2.3
29,84,72,81,70,56,78,4.5,4.6
28,87,72,63,87,61,90,3.5,3.0
28,89,84,62,73,72,75,3.0,4.7
29,77,61,73,69,63,80,3.4,3.0
23,63,62,79,81,61,84,3.1,2.6
33,83,76,84,70,78,90,4.1,2.9
35,72,60,77,77,49,77,3.0,3.1
20,63,69,68,68,70,84,3.7,4.1
25,80,87,84,78,64,85,3.5,3.8
25,91,73,68,79,57,84,3.7,4.2
19,77,63,72,69,65,81,4.6,2.3
24,70,58,76,83,79,89,3.3,4.9
19,64,75,64,84,58,86,3.3,4.9
34,91,68,72,68,45,79,4.2,4.1
34,88,87,73,75,47,79,4.6,4.1
33,63,67,79,80,75,79,3.3,2.6
21,77,76,64,91,80,82,3.5,3.3
23,90,69,82,68,76,80,4.3,2.8
22,89,81,82,90,71,77,4.3,2.3
32,87,77,78,87,77,80,4.3,2.7
24,70,74,80,90,70,78,3.5,2.5
26,62,76,76,73,52,88,3.2,2.6
36,71,79,75,85,66,74,4.3,2.1
21,66,60,69,72,79,76,4.1,2.3
30,86,80,83,88,63,76,3.3,3.7
28,88,60,82,72,57,77,3.8,3.5
25,72,79,81,76,64,85,3.6,4.2
19,74,79,75,68,68,84,4.2,2.6
27,72,61,72,81,63,90,4.4,3.9
18,65,83,62,91,46,82,2.7,4.2
20,69,58,64,90,67,84,4.2,4.7
25,74,87,68,73,69,84,3.5,4.9
25,62,81,77,92,49,81,3.6,4.7
25,70,68,76,86,77,89,3.2,2.2
30,84,65,74,68,63,77,3.3,4.1
20,64,62,66,73,72,74,3.8,3.6
20,75,70,64,82,74,80,3.7,3.6
31,75,65,77,80,60,86,3.5,2.9
29,74,73,83,79,63,79,4.4,2.6
20,87,87,60,68,77,80,4.0,4.2
30,62,66,72,72,45,78,3.1,4.2
21,90,74,75,83,54,84,3.2,4.7
20,77,81,76,92,47,87,4.6,4.9
18,70,88,80,83,56,84,4.6,4.0
24,78,76,73,82,61,83,3.6,2.7
23,84,72,69,75,51,85,2.8,3.9
28,72,70,79,76,62,86,2.9,4.2
28,83,78,85,72,47,79,3.6,4.4
23,85,62,85,92,61,74,4.0,2.3
21,82,68,80,68,64,85,3.5,3.7
24,79,58,85,88,71,78,3.8,4.1
30,82,77,61,92,45,80,4.3,4.9
20,83,68,62,86,56,75,3.8,4.2
31,76,71,81,87,51,76,3.3,2.6
19,87,78,75,82,74,83,3.8,2.4
26,64,87,67,83,73,75,4.6,4.4
22,76,86,85,70,48,75,4.1,3.7
27,63,68,74,74,54,79,3.0,2.8
23,82,64,72,88,69,90,2.6,4.9
33,68,64,82,80,75,86,4.4,4.5
23,67,72,67,71,72,77,4.1,2.3
28,85,69,77,90,45,83,4.0,4.3
27,90,71,84,70,66,85,4.4,3.5
25,71,59,78,76,60,86,3.3,4.0
29,81,85,75,67,68,82,3.3,4.7
22,90,77,77,68,59,75,4.3,4.7
28,69,73,80,76,47,77,2.6,4.6
25,74,71,82,91,69,90,4.5,2.2
18,89,82,68,80,60,77,4.2,3.1
36,64,73,73,89,80,83,4.1,4.3
18,76,78,85,85,59,80,4.4,4.5
19,69,67,83,77,52,88,2.7,3.5
34,84,64,61,80,61,78,3.7,4.3
20,75,62,62,88,49,77,4.1,3.7
35,66,71,69,79,56,90,2.8,2.1
18,68,78,76,91,63,87,3.4,2.8
24,83,84,76,87,69,78,3.7,4.9
21,74,88,63,72,55,85,3.1,4.0
29,74,87,69,79,50,76,3.0,4.4
19,82,65,60,89,58,80,3.8,4.2
35,71,75,73,89,67,83,4.4,3.4
31,61,86,83,90,68,75,3.1,3.3
32,73,61,71,69,62,79,4.0,2.3
36,91,88,61,76,45,86,2.7,3.0
34,84,86,77,88,61,88,3.3,2.7
32,73,88,77,68,71,86,3.5,4.0
33,79,78,79,68,54,87,3.1,4.5
18,61,77,63,69,57,88,4.3,4.2
18,64,79,68,89,76,78,3.8,2.5
25,77,86,79,80,57,87,2.7,4.9
22,65,84,60,82,46,77,3.1,2.3
22,77,66,64,91,78,79,4.1,4.1
36,90,85,81,79,74,78,3.2,3.9
35,83,60,65,73,78,77,4.0,4.3
24,70,73,60,71,64,83,4.5,4.0
23,65,78,83,70,74,86,4.1,3.2
35,77,80,62,92,72,86,2.6,4.8
36,89,78,71,71,47,90,3.8,4.2
18,70,62,73,79,48,77,3.1,2.3
20,64,71,75,69,78,80,2.6,3.6
27,79,64,61,80,80,81,3.6,2.3
34,74,65,80,82,58,85,3.9,4.3
35,66,80,69,83,49,89,2.6,2.8
22,65,75,83,83,71,80,4.0,4.3
31,68,72,74,75,54,77,4.4,3.5
36,83,84,60,69,63,80,3.5,4.3
31,86,66,76,77,56,89,3.9,2.3
29,86,60,64,84,60,89,2.8,4.0
35,83,74,77,92,76,76,3.2,2.1
22,90,85,68,72,80,81,3.0,2.3
23,70,87,76,73,51,88,3.9,4.5
27,85,87,81,86,67,84,3.5,4.4
24,70,74,66,76,66,85,4.3,3.7
21,76,60,69,80,65,89,3.7,4.5
25,73,63,63,76,63,82,4.3,4.0
34,68,78,85,85,61,90,3.5,4.1
36,83,69,70,72,67,83,3.1,3.1
36,77,70,80,77,47,79,3.8,3.3
26,72,58,83,87,76,78,4.0,2.4
29,68,88,82,74,76,84,2.7,4.3
29,90,66,85,79,66,80,3.0,2.4
35,69,65,79,86,49,80,2.7,2.7
21,83,62,62,86,78,79,2.9,2.6
28,64,59,67,81,75,82,4.2,4.5
23,82,88,65,76,72,88,2.8,3.1
24,87,72,62,79,55,76,3.9,2.4
25,68,73,84,90,54,88,3.8,2.3
26,91,60,61,73,70,75,3.2,2.2
31,63,76,65,86,67,87,3.2,3.9
25,69,75,79,86,74,85,2.7,2.7
29,67,83,70,73,51,84,4.1,4.9
29,72,79,66,70,59,77,3.2,2.9
24,67,87,75,83,56,87,3.3,3.6
22,74,62,72,69,77,89,3.3,3.0
29,82,59,61,80,57,90,3.5,2.1
36,89,84,62,70,74,77,3.8,4.4
35,63,79,69,75,79,83,3.9,2.5
36,81,58,62,78,73,86,4.5,4.2
19,92,71,82,85,48,87,3.4,3.9
31,63,64,84,91,46,84,3.1,2.6
29,85,62,63,92,51,80,3.8,2.4
21,83,86,74,86,70,78,4.0,4.2
31,61,66,61,79,70,81,2.5,4.0
34,89,66,74,69,57,85,4.0,4.5
28,87,74,79,90,64,84,2.7,2.7
22,76,81,69,68,50,88,3.8,4.8
33,72,64,79,91,47,88,3.9,3.7
22,80,65,69,88,72,85,2.7,2.3
33,89,77,63,90,78,81,3.7,2.2
31,76,66,82,77,68,83,4.4,4.8
35,77,67,66,67,69,74,4.3,4.5
36,74,79,79,82,56,87,3.4,2.3
27,67,78,73,68,67,80,3.7,3.6
27,88,67,77,79,71,77,2.8,4.3
34,61,65,71,88,64,85,3.8,2.8
22,69,79,63,91,65,76,2.5,2.6
18,90,61,65,75,51,88,3.6,4.6
35,62,71,65,69,59,84,3.7,4.7
19,86,70,65,79,71,89,4.2,3.3
24,69,66,72,79,66,89,2.9,4.7
31,88,78,64,88,68,83,4.3,3.8
25,82,81,78,69,48,86,2.5,2.8
32,68,79,78,70,68,79,4.5,3.6
30,67,69,76,71,68,90,2.8,3.9
29,69,62,70,86,68,74,4.2,2.9
21,61,74,65,67,74,88,2.7,2.3
35,64,85,80,86,74,76,4.5,4.9
29,87,78,75,81,61,90,3.0,4.0
21,75,60,83,85,66,80,4.4,2.6
36,78,59,67,83,62,87,3.1,3.7
25,77,79,77,67,73,88,4.5,2.3
36,64,76,79,78,45,77,4.5,3.7
26,63,87,66,90,68,75,3.9,3.8
23,92,66,66,68,80,83,2.8,4.2
30,85,75,68,77,77,88,4.2,2.1
34,86,81,71,69,76,88,3.4,3.5
35,70,70,67,76,53,75,2.7,4.9
30,73,81,85,86,79,75,4.4,3.5
20,79,76,63,68,49,85,3.4,4.6
19,80,83,70,69,46,77,3.2,2.8
30,85,60,61,83,57,81,4.4,3.6
25,72,65,78,74,49,88,3.5,4.4
31,77,58,63,90,53,89,4.4,3.0
30,81,58,61,79,48,86,2.8,4.0
26,62,68,79,77,64,75,4.4,3.3
31,80,83,76,87,74,87,2.6,2.2
25,85,67,75,92,61,84,4.1,4.4
31,92,79,78,69,49,78,3.0,2.7
32,82,77,61,88,67,84,2.6,4.4
18,66,85,84,79,70,87,3.3,3.7
25,87,66,84,77,64,81,3.0,2.1
25,92,64,79,92,64,78,2.8,2.8
25,65,74,62,86,63,88,3.5,3.9
20,92,73,75,89,49,83,2.8,4.3
24,63,69,61,91,62,80,3.3,4.1
34,84,60,83,77,53,87,2.8,4.4
19,90,79,67,88,57,77,2.8,2.2
29,77,62,62,76,51,84,4.3,4.0
28,79,69,85,71,50,74,4.2,4.1
28,72,86,82,78,71,78,3.2,4.1
33,63,85,77,70,68,90,3.4,2.8
32,62,78,72,69,67,76,4.3,4.6
21,89,73,60,88,60,77,2.5,3.7
34,72,62,68,83,47,77,3.3,4.4
21,75,81,63,84,55,86,3.4,4.4
20,73,85,84,67,49,77,2.5,3.0
27,78,65,61,81,58,74,3.0,3.6
25,91,62,67,82,53,87,3.1,3.7
27,82,84,65,74,57,80,3.0,3.6
26,80,77,71,76,74,81,4.1,2.5
23,63,69,67,86,67,81,4.5,3.6
19,72,67,75,68,75,88,3.2,3.8
25,72,62,80,69,80,89,3.9,4.7
30,64,76,61,74,49,80,4.0,3.3
30,71,58,85,69,77,90,3.7,3.5
35,80,72,74,78,57,86,3.7,3.4
29,75,76,68,88,59,90,3.9,2.9
21,78,88,68,90,72,88,4.5,4.0
19,69,58,68,87,55,74,4.4,4.6
34,66,60,71,89,73,89,3.6,4.4
29,71,71,82,84,48,84,4.0,4.4
31,67,67,74,81,67,85,3.2,2.4
35,88,80,67,74,54,78,4.3,2.4
22,92,65,62,89,45,83,3.4,4.1
34,88,64,74,88,73,81,2.7,2.8
35,85,88,63,69,54,78,2.8,2.9
27,71,80,63,82,47,80,3.6,3.6
36,85,69,61,78,55,82,2.7,3.5
32,82,85,72,84,48,82,3.1,4.1
20,81,86,65,71,59,74,4.2,3.6
34,66,75,63,83,59,74,3.2,3.4
18,70,66,81,74,51,90,3.7,4.7
