player_positions,overall,potential,age,pace,shooting,passing,dribbling,defending,physic,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
CM,56,56,27,71,53,55,58,57,61,13,8,10,8,10,
"CAM, RM, RW",56,57,26,64,50,55,57,57,61,14,12,14,13,11,
GK,56,61,26,,,,,,,57,61,50,56,53,42
GK,56,59,26,,,,,,,55,58,52,55,56,44
CB,56,63,25,68,26,41,46,55,62,11,14,14,12,9,
"LB, CB",56,62,24,56,34,50,54,55,61,7,6,11,8,7,
ST,56,64,23,52,58,43,55,28,57,7,11,13,14,9,
GK,56,63,24,,,,,,,57,55,56,55,56,28
GK,56,63,24,,,,,,,60,60,52,53,57,30
GK,56,62,24,,,,,,,56,57,55,54,56,24
CDM,56,64,23,59,41,50,48,53,68,13,11,15,9,10,
"RB, CM",56,63,24,61,49,56,55,47,61,15,12,10,10,14,
"CDM, CB, CM",56,60,24,63,47,49,54,53,67,8,6,10,13,8,
"RM, ST",56,65,22,72,51,46,58,27,59,7,13,7,9,10,
GK,56,62,25,,,,,,,53,49,62,58,60,21
"CM, CDM",56,65,22,69,49,58,62,40,42,11,6,8,14,11,
GK,56,58,28,,,,,,,56,51,60,54,58,36
CB,56,56,34,48,26,33,42,55,64,14,15,14,11,7,
CB,56,57,27,52,23,29,28,58,62,13,10,13,7,13,
"LW, ST",56,67,22,75,51,46,58,20,62,6,7,8,10,10,
"CM, LB",56,62,22,66,53,56,64,41,46,14,13,6,10,10,
GK,56,61,24,,,,,,,61,57,52,51,56,32
"CM, CDM",56,62,24,71,54,54,58,51,66,11,13,10,12,11,
GK,56,66,23,,,,,,,57,55,59,57,57,21
GK,56,65,22,,,,,,,56,56,53,56,59,18
"CAM, RM",56,66,22,72,57,48,60,26,44,7,14,5,11,10,
GK,56,70,20,,,,,,,56,60,57,55,55,47
CM,56,63,22,62,42,55,59,51,54,10,5,6,11,13,
"ST, RW",56,66,20,80,56,50,60,39,43,5,12,8,13,10,
"RM, LM, LW",56,56,26,72,52,46,58,24,51,13,9,10,10,11,
"RM, CAM, RWB",56,65,22,83,44,48,57,39,50,14,13,6,11,7,
"CM, LM",56,62,23,63,45,59,55,57,61,8,12,13,7,14,
"RW, LW, ST",56,69,21,75,54,49,57,33,39,8,12,7,15,9,
"RM, LM",56,62,24,70,47,49,61,39,55,12,15,15,6,10,
"RM, LM",56,65,21,66,46,49,62,35,41,7,13,10,7,15,
"RM, ST",56,65,23,80,52,45,61,18,46,13,13,6,15,11,
"RM, ST",56,66,21,80,51,47,57,40,50,5,6,10,13,6,
LB,56,56,28,72,28,35,49,57,49,15,10,10,12,13,
"CM, CAM",56,69,20,61,49,57,62,50,61,14,13,5,13,6,
CB,56,71,21,57,24,36,37,55,69,14,6,7,6,10,
CDM,56,69,21,66,37,48,50,52,60,13,14,6,14,9,
"CAM, ST, RM",56,62,22,63,55,54,58,42,56,9,7,12,10,6,
RW,56,68,21,72,54,43,61,24,47,11,14,11,13,8,
GK,56,66,22,,,,,,,56,54,50,52,57,24
GK,56,71,20,,,,,,,61,57,53,54,55,24
"CM, CDM",56,67,21,69,52,52,58,50,54,14,6,15,7,12,
"CM, CDM",56,63,21,56,57,54,58,53,60,13,14,12,7,13,
ST,56,69,21,71,59,35,56,23,56,12,14,8,6,8,
"RM, LM",56,69,20,74,51,51,57,33,54,6,10,15,6,8,
"CAM, CM, LM",56,71,19,73,45,55,56,28,42,6,12,11,10,14,
CM,56,63,22,74,49,53,61,50,46,13,12,6,10,11,
"LB, LWB",56,66,21,72,38,48,55,52,52,10,12,11,14,11,
CB,56,71,21,66,28,38,39,56,60,8,5,6,8,11,
CB,56,67,21,56,21,37,45,57,61,6,14,15,7,9,
"LM, LB",56,62,22,67,57,54,58,37,50,11,12,8,5,12,
CM,56,66,21,62,50,56,59,52,54,13,9,6,14,13,
CB,56,67,20,67,27,33,38,55,66,12,13,8,14,11,
CM,56,67,20,53,46,55,57,54,53,11,13,13,7,14,
GK,56,61,24,,,,,,,54,56,59,57,57,23
"RM, ST",56,65,23,72,42,50,56,33,51,13,11,11,11,7,
"LW, LM",56,71,21,75,49,47,58,23,50,15,6,13,10,6,
CM,56,72,20,66,51,57,59,49,56,11,8,7,11,14,
ST,56,70,20,69,58,43,55,19,47,10,5,11,11,12,
"CM, CAM",56,71,20,66,49,53,59,46,59,12,5,8,13,6,
ST,56,65,21,69,54,48,57,25,51,8,7,12,5,14,
"RM, LM",56,61,24,66,51,54,55,30,50,6,7,11,7,5,
GK,56,66,19,,,,,,,56,58,59,58,57,24
GK,56,59,27,,,,,,,53,52,50,55,70,21
"RM, LM",56,56,27,82,55,47,56,29,66,13,10,12,8,12,
CB,56,59,25,59,21,29,28,56,71,6,12,10,11,11,
CM,56,72,20,63,49,54,57,46,54,14,14,6,9,11,
"LM, CAM, ST",56,64,21,69,51,51,58,34,46,6,8,10,12,14,
RB,56,64,22,72,27,41,50,53,67,6,10,9,9,12,
LB,56,63,24,72,42,45,54,49,55,10,10,10,13,12,
"RM, CAM, LM",56,65,23,73,42,49,59,30,54,8,7,9,14,13,
CB,56,56,31,55,25,32,42,54,73,14,11,9,13,6,
"RW, CM",56,65,20,69,44,57,60,43,53,12,13,8,13,10,
CB,56,75,19,62,28,39,45,55,63,14,12,8,9,8,
"CDM, CB",56,73,19,60,33,49,50,55,67,14,14,15,12,8,
GK,56,66,23,,,,,,,56,58,58,53,55,22
CB,56,75,19,57,31,35,37,58,62,7,10,14,8,12,
GK,56,63,24,,,,,,,59,52,55,51,56,20
"CB, CDM",56,70,20,60,33,47,51,54,61,13,10,9,8,15,
CDM,56,72,18,57,58,54,55,50,52,6,14,6,11,6,
GK,56,66,21,,,,,,,58,57,55,55,55,29
"CAM, LW",56,65,21,70,47,51,61,30,55,6,12,11,7,10,
"CM, LWB",56,68,21,63,52,55,53,45,61,15,9,13,13,15,
RB,56,71,20,53,39,53,61,54,45,13,13,10,13,10,
GK,56,63,22,,,,,,,57,53,52,54,55,39
CDM,56,63,20,69,46,55,55,53,43,11,10,14,9,12,
"CM, CDM",56,56,28,60,34,57,58,54,59,7,9,9,9,8,
RB,56,66,21,67,29,40,51,53,64,9,6,10,10,6,
"ST, CAM, RM",56,71,20,70,55,47,56,21,50,10,9,15,15,12,
CM,56,70,18,67,47,55,62,49,62,14,11,9,9,14,
ST,56,64,23,60,56,42,55,16,62,6,11,9,8,11,
RM,56,67,21,68,49,52,55,25,44,7,8,11,13,9,
GK,56,66,21,,,,,,,58,53,58,53,59,26
RM,56,72,20,76,49,52,55,32,41,11,10,6,10,13,
"RM, LM, ST",56,70,20,80,54,46,57,20,54,9,6,9,11,12,
"RW, ST",56,70,20,72,53,49,58,30,61,9,13,14,13,6,
CB,56,68,19,68,24,40,46,54,65,14,14,14,7,7,
"RWB, RB",56,66,20,63,30,44,51,52,63,9,11,11,14,15,
"RM, CAM",56,69,21,63,48,53,60,41,41,8,8,8,6,11,
"CDM, RB",56,57,28,72,34,51,53,51,69,7,10,10,8,6,
LM,56,65,22,66,41,56,53,48,51,7,14,7,8,9,
"RB, RWB",56,74,18,78,29,42,52,51,52,12,8,13,14,7,
GK,56,65,19,,,,,,,56,58,57,57,53,27
"CDM, CM",56,69,21,67,46,54,55,54,62,14,12,7,7,7,
CB,56,62,23,65,26,37,38,55,68,11,5,15,15,11,
RB,56,67,21,63,29,44,54,52,71,8,11,13,6,9,
"CDM, CB",56,66,22,69,37,47,52,54,70,5,10,8,12,13,
ST,56,72,19,68,53,47,53,36,67,6,11,13,7,9,
CDM,56,70,20,62,38,47,54,55,70,5,9,6,14,6,
GK,56,65,23,,,,,,,55,51,54,54,63,42
RB,56,63,23,72,26,40,51,53,58,8,15,10,9,12,
CM,56,73,19,69,44,56,60,48,45,6,7,15,14,8,
"CDM, CM, LM",56,71,20,65,39,49,51,55,59,12,9,14,13,6,
RB,56,60,20,62,32,46,54,53,54,15,12,6,9,6,
CB,56,67,20,64,33,49,48,52,69,10,13,10,6,5,
ST,56,70,18,72,55,38,56,18,53,8,11,12,8,9,
GK,56,71,19,,,,,,,56,58,53,52,58,25
GK,56,72,20,,,,,,,59,52,59,51,57,46
"LM, ST, RM",56,71,20,70,58,46,59,23,47,13,9,15,11,11,
CB,56,67,20,61,23,37,35,56,54,9,13,12,12,6,
RM,56,75,17,69,50,47,64,28,42,5,6,13,11,12,
CB,56,70,20,54,24,30,35,56,59,6,13,7,10,6,
CB,56,72,20,54,22,35,38,53,72,7,12,7,5,12,
RW,56,69,21,68,64,51,57,28,38,7,7,12,11,15,
GK,56,62,24,,,,,,,60,55,54,53,61,27
RB,56,65,22,57,56,46,52,49,60,11,5,15,12,9,
GK,56,63,23,,,,,,,60,55,60,52,55,42
LB,56,66,20,64,41,44,61,52,53,10,9,6,6,8,
"CDM, RB",56,72,20,63,41,56,50,52,54,7,15,7,8,6,
"CDM, CM",56,63,22,61,41,54,47,52,62,14,15,12,14,9,
"RM, ST",56,66,21,66,55,48,59,17,51,9,8,15,14,8,
LW,56,59,25,66,49,51,59,29,45,8,13,10,10,10,
"LM, LW",56,70,18,66,47,48,57,41,51,11,15,9,5,8,
"CDM, CB",56,70,19,68,38,47,55,54,66,7,14,15,9,13,
LB,56,68,21,66,37,48,51,50,55,6,14,9,11,11,
CB,56,69,20,51,24,34,32,56,69,10,13,8,15,14,
"RM, RB",56,70,19,77,42,50,58,50,65,5,13,5,6,15,
CAM,56,66,20,61,40,56,57,34,55,8,9,11,11,8,
CB,56,63,22,65,25,37,41,54,69,13,15,6,11,5,
GK,56,72,18,,,,,,,59,54,56,51,56,24
"RM, LM, CM",56,73,20,61,48,57,54,49,55,6,7,9,12,10,
CB,56,70,21,67,23,39,47,55,61,13,10,5,7,13,
CM,56,63,23,59,41,54,53,43,59,12,11,9,6,6,
"CDM, RB",56,69,20,61,43,53,60,53,56,6,14,14,7,5,
CB,56,76,19,61,21,36,34,57,59,12,11,13,15,6,
CAM,56,75,18,68,47,55,59,33,49,15,8,13,6,11,
RM,56,69,19,74,49,49,61,23,33,14,10,10,7,14,
"RB, CB",56,69,20,68,32,51,54,48,54,12,6,10,10,7,
"LM, RM",56,59,25,75,56,46,57,30,52,11,6,8,12,12,
CB,56,69,18,65,33,42,49,56,53,6,5,9,7,10,
"ST, RW, LW",56,70,19,70,59,53,62,23,44,7,12,9,9,9,
"CDM, CM",56,69,19,63,36,50,55,53,61,15,13,15,13,13,
"CAM, LM, RM",56,68,21,77,49,51,59,29,46,5,11,13,7,14,
CDM,56,61,25,62,47,56,53,54,57,6,11,6,10,7,
ST,56,76,19,70,52,54,61,27,37,10,11,14,6,9,
LB,56,75,18,64,29,44,41,54,64,12,8,6,12,13,
GK,56,74,18,,,,,,,57,55,52,53,60,42
LM,56,69,20,82,58,43,59,25,51,8,12,6,11,15,
ST,56,64,20,65,57,37,55,21,49,13,15,9,12,12,
RM,56,68,20,77,47,47,59,27,44,11,14,10,12,11,
ST,56,67,19,66,53,45,55,20,69,12,9,9,5,13,
LB,56,74,18,71,28,44,55,48,57,13,12,11,8,13,
"CM, CAM",56,70,21,65,51,54,57,48,60,8,10,5,14,7,
"CDM, CB, RB",56,68,20,64,31,44,54,56,61,9,12,13,11,11,
GK,56,74,18,,,,,,,60,54,58,53,54,42
CB,56,73,18,64,30,42,51,55,61,6,11,6,12,8,
RW,56,72,18,70,60,43,60,23,38,10,10,5,14,9,
CDM,56,71,19,63,38,51,55,56,57,7,13,12,9,11,
CAM,56,71,18,70,43,51,58,22,39,14,14,14,8,8,
"RB, CB",56,59,26,67,31,42,50,54,66,12,8,6,9,10,
LB,56,72,17,76,32,40,54,51,59,7,6,5,13,10,
RB,56,66,19,79,27,44,49,49,50,11,12,12,7,9,
ST,56,71,18,73,53,38,53,20,63,8,6,14,12,10,
GK,56,64,21,,,,,,,55,58,55,59,53,25
"LM, CAM",56,56,27,67,53,53,61,24,40,12,11,10,14,13,
"CAM, CF",56,70,18,59,49,54,63,32,40,7,12,7,13,12,
CM,56,68,21,61,45,59,56,56,52,6,9,15,9,6,
"CM, CB",56,64,20,64,46,53,55,54,68,6,8,14,6,5,
CM,56,74,18,64,43,52,59,52,52,13,14,14,9,10,
GK,56,68,19,,,,,,,52,60,53,58,57,29
"CAM, CM",56,73,18,67,51,54,58,50,52,6,8,14,13,8,
CDM,56,70,21,67,40,54,62,49,55,11,14,5,10,12,
ST,56,67,19,77,55,42,62,20,50,8,13,14,9,12,
ST,56,70,18,75,51,41,57,19,56,12,8,9,14,7,
"LW, CAM",56,62,24,71,54,50,58,24,44,8,5,13,13,10,
GK,56,71,19,,,,,,,60,53,55,54,52,53
CM,56,64,21,59,45,56,56,49,53,9,6,13,7,11,
"ST, RW",56,72,19,62,57,47,60,23,54,12,9,6,8,11,
CB,56,58,28,67,40,48,51,54,71,8,14,9,7,7,
GK,56,74,18,,,,,,,53,55,53,57,56,26
"CB, CDM",56,68,22,62,24,40,44,55,66,9,9,14,7,15,
"LM, RM",56,80,18,64,54,50,61,31,34,14,12,7,6,11,
"CM, ST",56,67,19,65,47,51,53,51,52,11,13,13,6,9,
"LW, RW",56,67,20,72,52,51,57,32,47,11,10,13,13,6,
"RM, LM",56,71,19,76,48,50,61,27,40,8,13,12,14,11,
GK,56,61,22,,,,,,,57,57,55,59,57,22
RB,56,65,21,66,30,49,56,49,56,12,14,12,7,6,
"ST, CAM",56,71,19,78,55,48,59,18,47,9,11,8,12,5,
"CM, RM",56,75,18,68,49,57,61,39,52,12,12,7,13,7,
GK,56,70,18,,,,,,,53,55,61,55,58,37
"RB, LB",56,68,19,63,31,42,48,54,63,12,8,6,8,6,
CM,56,64,20,61,41,53,59,54,66,11,13,9,12,11,
"ST, LW",56,70,19,68,56,46,56,16,44,14,13,15,5,11,
RB,56,73,18,58,48,48,54,54,53,7,11,13,15,13,
RW,56,57,26,68,54,45,59,24,63,7,14,5,8,14,
CM,56,58,23,65,56,54,59,54,67,12,7,7,7,7,
CB,56,71,19,57,33,51,46,57,60,9,12,5,11,13,
"RB, RM",56,66,21,62,29,43,47,54,52,13,7,8,14,8,
GK,56,74,19,,,,,,,59,57,56,47,59,22
"LB, RB",56,62,24,55,30,47,50,53,62,9,13,9,15,9,
ST,56,65,22,74,54,40,57,21,52,6,13,14,10,13,
GK,56,62,24,,,,,,,55,58,53,56,55,20
CB,56,72,18,58,29,41,42,54,67,15,12,11,14,12,
GK,56,63,22,,,,,,,60,52,54,49,62,31
"LM, RM, CAM",56,72,18,70,48,53,63,29,39,9,10,11,7,15,
"LB, CB",56,70,19,73,31,44,48,52,64,9,11,9,8,7,
"CDM, CM",56,61,22,61,47,51,53,51,63,9,9,13,15,14,
GK,56,71,19,,,,,,,61,56,45,53,58,22
CDM,56,75,18,62,36,50,52,53,58,14,10,14,10,8,
LM,56,67,20,66,50,54,55,36,55,10,6,11,11,6,
GK,56,59,26,,,,,,,60,58,61,46,57,29
RB,56,61,25,59,22,34,44,56,68,8,12,12,14,15,
ST,56,65,21,66,55,40,54,24,56,15,13,13,6,6,
CB,56,77,17,65,30,37,38,55,65,9,5,14,7,7,
"LB, CB",56,77,18,73,26,40,47,53,54,11,14,10,9,12,
"RW, LW, CAM",56,70,20,75,50,48,58,35,55,6,8,14,6,8,
"CM, CDM",56,64,21,63,46,53,58,53,61,7,10,10,6,12,
CM,56,62,23,69,51,59,52,51,68,8,6,11,14,13,
"CDM, CM",56,64,19,52,43,50,48,51,73,7,11,14,6,14,
LM,56,66,21,69,36,52,57,40,55,7,15,9,9,13,
"RB, CB, LB",56,73,19,69,25,35,54,56,48,8,11,7,15,11,
GK,56,72,20,,,,,,,62,54,50,53,59,23
GK,56,76,18,,,,,,,56,52,58,52,58,27
CM,56,73,19,63,50,55,58,51,49,9,8,12,14,8,
ST,56,65,21,54,58,41,54,18,51,14,9,10,11,6,
LB,56,71,18,73,47,48,54,50,55,9,7,12,14,11,
CB,56,68,19,58,25,41,39,56,51,7,8,6,11,12,
"ST, RW",56,67,20,71,55,46,55,25,48,7,10,7,14,13,
ST,56,77,18,57,55,45,54,19,66,13,10,12,9,15,
CB,56,78,18,58,32,33,33,57,65,8,6,6,14,13,
CB,56,76,18,60,31,38,43,55,66,11,12,8,11,8,
CB,56,76,18,61,27,39,43,56,63,13,8,9,8,14,
CM,56,72,18,65,42,54,61,50,52,15,13,8,10,5,
"CAM, LM, CM",56,65,21,68,49,54,63,34,43,14,7,8,14,7,
GK,56,58,29,,,,,,,56,51,60,54,58,21
GK,56,74,18,,,,,,,60,57,53,53,58,30
CB,56,68,20,57,31,37,37,56,63,7,15,9,10,11,
ST,56,70,19,59,57,41,51,23,62,6,8,13,7,12,
"LB, LM",56,64,22,59,48,42,44,54,58,7,7,13,8,5,
"LB, CM",56,67,19,67,37,46,54,52,60,12,11,5,5,14,
GK,56,62,21,,,,,,,60,57,51,52,55,28
ST,56,63,24,69,58,36,53,18,52,10,7,6,14,15,
LM,56,78,17,69,55,49,63,27,42,14,11,8,14,14,
RB,56,76,17,58,32,43,54,55,48,14,9,7,11,10,
GK,56,65,22,,,,,,,60,55,57,47,62,48
ST,56,69,18,55,58,40,58,22,43,7,13,7,11,6,
LW,56,68,19,73,59,47,59,24,49,13,9,7,11,11,
"CM, CDM",56,70,18,66,45,52,56,50,63,8,14,10,10,10,
LB,56,69,19,73,31,45,50,52,52,13,15,13,9,12,
LM,56,67,19,74,50,46,60,25,48,11,6,9,13,9,
GK,56,67,19,,,,,,,58,55,55,52,61,19
"CB, RB",56,65,21,50,27,49,41,56,63,14,6,12,9,14,
CM,56,61,24,63,39,50,61,53,47,12,12,13,10,15,
CB,56,60,25,52,25,35,38,55,70,14,15,6,15,11,
ST,56,56,40,50,56,39,53,23,63,11,13,10,12,7,
GK,56,75,18,,,,,,,58,51,60,53,60,38
RW,56,62,24,69,48,55,56,25,49,11,12,12,9,6,
GK,56,63,22,,,,,,,59,55,60,54,60,22
"CAM, CM, LM",56,67,20,61,47,59,58,41,48,5,6,13,13,8,
CB,56,70,19,62,20,35,42,56,62,11,14,13,14,6,
CAM,56,70,20,64,51,56,58,30,46,6,9,15,6,10,
"RM, CAM",56,64,21,69,53,53,58,44,51,6,7,8,10,11,
CB,56,66,20,58,25,36,36,53,69,14,10,10,13,6,
GK,56,63,23,,,,,,,57,53,54,55,60,24
RM,56,69,19,68,53,50,61,22,43,13,12,7,15,6,
GK,56,72,18,,,,,,,51,54,55,52,62,26
"CM, CDM",56,71,18,72,53,52,63,48,57,6,7,12,6,15,
GK,56,69,18,,,,,,,59,54,52,49,61,27
LB,56,69,20,71,28,47,52,53,56,8,14,8,12,10,
ST,56,69,19,67,55,46,59,31,53,11,10,5,6,7,
GK,56,69,20,,,,,,,58,55,57,55,59,37
"CM, CDM",56,71,17,62,41,56,56,45,56,11,14,9,12,11,
ST,56,63,23,74,59,36,55,19,40,7,12,14,8,7,
"RM, RB",56,64,20,59,50,53,57,38,36,5,9,9,8,10,
CDM,56,58,26,59,32,51,55,55,58,8,11,9,6,5,
GK,56,71,18,,,,,,,57,60,57,54,56,20
ST,56,67,19,64,60,42,53,21,45,13,9,11,13,9,
"LB, LM",56,64,21,67,33,46,54,52,50,13,9,13,7,6,
"CAM, CM",56,72,18,66,48,51,59,39,52,9,6,10,14,7,
"RB, CB",56,69,18,63,25,43,51,55,58,13,13,12,7,8,
ST,56,75,18,75,56,42,56,23,49,7,8,13,10,5,
"CAM, LM, RM",56,76,18,66,46,50,64,33,52,10,6,9,5,11,
"LM, RM, LWB",56,65,21,67,47,55,52,46,52,13,9,7,5,11,
GK,56,66,20,,,,,,,61,55,56,55,58,22
RW,56,66,18,71,55,44,61,29,45,8,7,11,8,13,
CM,56,71,19,68,46,56,60,42,47,7,9,8,8,6,
"ST, CF, CAM",56,66,20,59,55,38,55,19,59,11,9,12,6,6,
CB,56,67,22,61,29,46,39,60,51,6,9,9,11,8,
CB,56,65,19,49,30,45,46,60,44,5,10,13,13,14,
ST,56,66,21,68,57,41,52,22,56,12,12,12,9,8,
CB,56,65,21,50,26,36,33,57,62,14,8,11,9,5,
GK,56,66,18,,,,,,,54,52,58,59,63,25
LM,56,71,19,79,55,47,60,24,52,9,8,9,6,10,
LB,56,67,20,65,31,39,53,53,53,15,12,15,15,9,
"CDM, CM",56,69,18,60,33,50,58,52,54,14,7,8,12,6,
"RM, ST",56,72,18,70,52,48,60,24,44,6,15,5,7,13,
"ST, RW",56,64,21,63,58,40,55,22,46,8,5,13,6,9,
GK,56,71,19,,,,,,,59,59,55,51,50,65
GK,56,63,22,,,,,,,57,57,59,59,49,17
CB,56,71,18,61,26,37,34,56,60,11,5,7,12,7,
LW,56,73,19,79,46,49,59,27,49,10,13,8,14,13,
ST,56,72,18,54,58,38,49,20,56,9,13,6,15,6,
"CM, CDM, CAM",56,74,17,66,49,57,58,45,50,12,9,6,12,11,
CB,56,70,19,57,30,35,37,59,59,7,6,15,10,15,
"CDM, CM",56,64,22,61,48,52,55,54,60,15,9,8,8,9,
GK,56,70,20,,,,,,,57,55,54,51,57,23
"CB, RB",56,68,20,57,24,33,37,56,67,13,7,10,7,9,
"CB, CDM",56,75,17,73,24,45,52,54,61,14,14,6,5,12,
CB,56,68,19,59,26,31,35,59,55,8,9,7,11,10,
GK,56,68,19,,,,,,,56,53,54,54,58,21
CB,56,73,19,55,25,32,34,57,62,9,9,15,15,13,
"ST, RW, LW",56,72,19,79,56,39,58,19,42,10,11,6,7,14,
LM,56,64,21,66,46,52,60,29,47,5,6,7,6,13,
"ST, LM",56,73,17,72,55,41,53,20,63,13,6,15,6,8,
RB,56,72,18,62,45,43,53,53,51,11,11,13,12,12,
"ST, RM",56,69,21,78,53,45,57,19,56,12,11,12,8,7,
CM,56,64,20,62,42,58,57,53,52,7,6,11,11,11,
CB,56,64,22,64,30,32,37,59,56,12,7,8,6,8,
CDM,56,64,20,54,39,53,57,53,54,12,10,8,6,10,
CDM,56,77,17,60,39,54,58,51,53,8,12,7,7,8,
"LM, ST",56,70,18,64,57,53,56,28,48,13,7,6,11,10,
LB,56,73,18,63,33,47,53,53,55,15,6,13,7,6,
RM,56,68,18,68,53,51,54,26,55,15,10,7,12,11,
ST,56,70,21,71,54,42,54,25,54,12,10,8,7,5,
CB,56,76,17,61,31,37,37,56,60,14,10,6,10,13,
"CAM, RW, LW",56,67,20,84,47,50,61,26,49,10,10,11,14,6,
ST,56,64,21,76,56,41,50,20,59,12,6,10,7,11,
"RM, ST, CF",56,71,18,82,51,46,56,23,58,12,6,14,10,6,
CAM,56,69,20,64,49,53,59,33,51,10,9,14,14,12,
"LB, LM",56,68,18,63,36,47,55,52,56,6,11,13,9,9,
CB,56,76,17,61,26,48,40,55,61,14,14,7,7,8,
GK,55,55,36,,,,,,,55,54,55,52,57,51
GK,55,55,29,,,,,,,56,52,52,53,55,45
GK,55,55,33,,,,,,,56,53,58,57,52,44
"CM, LM",55,58,26,61,55,56,59,48,47,14,9,14,14,12,
ST,55,55,30,56,55,39,51,31,68,7,15,8,10,8,
"RM, LM",55,55,29,77,52,48,56,28,50,12,12,14,14,12,
GK,55,55,31,,,,,,,62,51,55,54,54,48
ST,55,63,23,67,53,44,56,27,59,13,8,7,6,12,
GK,55,61,24,,,,,,,56,54,53,54,58,36
"LM, LB",55,55,30,71,47,52,55,41,52,6,13,13,7,8,
"CM, CAM",55,55,28,65,54,52,52,53,63,12,13,7,6,14,
GK,55,65,22,,,,,,,57,56,55,55,56,35
GK,55,63,23,,,,,,,60,55,53,49,52,26
ST,55,64,23,63,54,47,51,33,59,9,6,7,13,14,
GK,55,65,22,,,,,,,51,55,48,56,56,21
"RW, LW",55,58,25,70,43,48,62,32,34,10,13,12,11,13,
ST,55,64,22,72,54,40,52,30,63,13,6,9,14,8,
CDM,55,62,25,67,43,51,54,50,65,9,14,7,10,10,
RB,55,65,22,67,40,46,53,47,62,7,13,9,8,13,
GK,55,65,22,,,,,,,59,58,54,46,56,26
CM,55,63,22,71,47,54,57,53,49,11,11,11,14,12,
CAM,55,69,21,66,46,51,59,32,38,7,7,11,14,9,
ST,55,64,23,67,52,46,55,26,53,6,12,12,14,15,
RB,55,60,25,68,29,40,52,51,43,11,11,7,8,11,
ST,55,66,22,74,53,39,59,22,54,12,8,13,11,13,
GK,55,67,21,,,,,,,56,52,55,55,57,40
"CB, LB",55,55,31,68,27,55,57,53,65,9,10,14,8,13,
"RM, LM, RW",55,60,24,71,55,42,59,23,56,10,11,12,15,9,
ST,55,72,20,76,54,45,57,21,46,13,13,10,7,14,
CM,55,65,21,63,41,50,54,52,65,14,11,14,6,7,
"LB, CB, LM",55,55,32,70,25,36,43,54,66,6,9,9,12,6,
"CB, RB",55,62,25,60,31,49,56,56,57,6,10,14,7,13,
"RM, ST, CM",55,59,23,63,55,46,53,23,61,6,14,14,8,11,
"CM, LW, LB",55,68,21,71,51,53,57,51,53,7,8,8,13,13,
"RW, LW",55,65,22,69,51,50,56,24,47,9,9,5,8,9,
"RB, CB, CDM",55,62,23,67,30,42,51,50,58,11,7,9,10,6,
GK,55,67,19,,,,,,,58,57,50,45,60,29
GK,55,69,19,,,,,,,59,53,53,51,60,23
GK,55,72,20,,,,,,,55,54,58,53,56,32
"CM, CAM, RM",55,62,23,65,48,58,60,40,45,10,10,10,11,12,
"CB, CDM, CM",55,67,20,71,42,50,50,52,69,15,9,9,9,9,
GK,55,65,21,,,,,,,59,57,51,51,58,34
"RW, CM",55,72,20,74,56,48,57,22,39,13,6,10,13,13,
"LB, RB, CB",55,58,26,77,35,40,53,51,62,15,12,11,6,12,
LB,55,63,23,71,25,47,53,50,61,12,5,6,9,7,
CM,55,67,20,71,41,51,58,45,60,9,10,9,14,11,
CB,55,69,21,61,25,43,42,54,63,9,8,8,13,10,
RB,55,71,20,68,27,38,54,51,52,6,10,7,14,7,
GK,55,65,21,,,,,,,56,56,57,56,57,24
CB,55,70,20,59,29,42,46,56,59,10,6,10,7,7,
"CB, RB",55,63,23,72,31,38,51,54,69,13,6,12,14,10,
"RM, RWB",55,62,22,72,48,50,57,48,57,7,8,9,11,10,
GK,55,71,19,,,,,,,56,57,53,56,54,27
"ST, LM",55,67,18,61,52,50,53,25,61,14,12,10,12,10,
GK,55,59,24,,,,,,,56,57,56,52,56,34
"CAM, RWB, CM",55,67,20,64,44,53,60,45,47,12,14,6,9,14,
GK,55,69,20,,,,,,,55,56,50,55,61,22
CM,55,65,21,64,42,55,62,37,52,12,13,11,8,9,
"CM, CDM",55,60,25,67,49,55,58,39,53,10,12,9,10,8,
"LWB, LB",55,65,19,78,39,45,50,47,57,13,15,7,13,7,
"RM, LM",55,76,18,62,55,48,57,20,48,6,10,8,11,11,
"LM, RM",55,72,18,92,41,42,60,26,41,13,15,12,7,14,
"ST, CAM",55,68,21,64,53,45,55,18,57,13,14,11,12,13,
CB,55,71,18,59,27,41,47,53,65,12,10,7,9,9,
"LB, LM",55,63,23,73,39,47,53,49,56,12,13,7,9,7,
"RM, CAM",55,70,21,76,49,51,54,51,47,10,11,8,8,13,
GK,55,55,33,,,,,,,54,51,47,50,63,23
LB,55,55,29,68,26,39,49,51,64,9,5,6,13,10,
"CM, LM",55,63,23,73,44,51,58,52,60,5,7,9,13,11,
"CAM, RM, LM",55,55,28,70,50,52,59,27,60,9,10,12,8,15,
"LM, RM",55,58,25,78,45,49,56,26,63,11,14,5,14,12,
"RM, RB, LB",55,56,25,74,49,46,57,38,55,10,14,6,12,14,
"LB, RB",55,62,23,74,29,43,51,49,67,6,10,6,5,5,
"RM, LM",55,56,26,76,44,48,57,29,51,9,14,7,6,8,
"RW, CAM",55,69,19,68,51,50,56,23,31,11,13,6,14,11,
